letter,position,percent1,delta,x,y
u,4,0.234042553,0.021276596,2,8
u,5,0.234042553,0.170212766,7,0
v,6,0.236842105,0.078947368,5,3
y,8,0.31372549,0.039215686,8,4
x,6,0.319148936,0.14893617,7,2
p,8,0.121212121,0.03030303,7,2
j,6,0.30952381,0.023809524,1,14
x,4,0.191489362,0.042553191,3,3
g,6,0.256410256,0.08974359,9,2
w,4,0.208955224,0.089552239,9,2
d,2,0.045454545,0.045454545,5,1
m,2,0.082191781,0.01369863,2,6
r,8,0.185185185,0.037037037,4,4
m,6,0.04109589,0.04109589,2,1
c,2,0.181818182,0.068181818,4,3
s,6,0.069767442,0.023255814,1,2
o,8,0.16,0.12,8,1
m,6,0.273972603,0.095890411,13,2
k,6,0.063492063,0.015873016,1,3
j,8,0.30952381,0.023809524,2,14
i,4,0.166666667,0.1,4,2
d,4,0.106060606,0.03030303,6,3
r,1,0.074074074,0.074074074,6,0
n,6,0.203703704,0.055555556,4,3
t,2,0.108108108,0.054054054,2,3
d,2,0.227272727,0.045454545,4,5
r,6,0.259259259,0.074074074,3,3
w,6,0.104477612,0.059701493,11,1
x,8,0.170212766,0.170212766,8,1
y,6,0.274509804,0.039215686,8,3
u,4,0.14893617,0.063829787,4,2
f,2,0.28,0.08,8,3
u,8,0.063829787,-0.446808511,5,0
g,2,0.102564103,0.025641026,3,2
u,4,0.085106383,0.085106383,3,1
r,8,0.296296296,0.074074074,6,3
w,6,0.089552239,0.044776119,6,2
t,4,0.189189189,0.027027027,1,7
v,8,0.105263158,0.052631579,5,1
b,4,0.116666667,0.066666667,5,2
z,8,0.209302326,0.093023256,6,2
c,4,0.272727273,0.045454545,2,7
n,4,0.259259259,0.12962963,6,2
a,4,0.32,0.1,6,3
q,2,0.089552239,-0.656716418,7,0
x,2,0.29787234,0.063829787,4,7
y,2,0.215686275,0.098039216,7,1
u,2,0.106382979,0.106382979,7,1
r,7,0.222222222,0.074074074,0,7
i,8,0.133333333,0.133333333,4,1
k,8,0.206349206,0.095238095,7,2
s,6,0.209302326,0.11627907,7,1
u,6,0.255319149,0.042553191,5,3
r,2,0.259259259,0.037037037,3,3
s,4,0.093023256,0.093023256,4,1
x,6,0.14893617,0.063829787,3,2
p,2,0.196969697,0.106060606,7,1
i,6,0.233333333,0.033333333,1,11
y,6,0.156862745,0.019607843,2,9
x,8,0.319148936,0.042553191,4,7
n,4,0.037037037,0.037037037,1,1
y,8,0.274509804,0.039215686,8,3
r,5,0.111111111,0.111111111,6,0
v,4,0.157894737,0.026315789,2,4
a,8,0.04,0.02,1,2
f,8,0.24,0.08,4,11
d,2,0.181818182,0.03030303,3,6
f,6,0.26,0.06,4,4
j,8,0.119047619,0.023809524,2,5
s,4,0.255813953,0.069767442,3,4
p,8,0.106060606,0.03030303,2,7
o,2,0.14,0.06,5,2
p,4,0.257575758,0.045454545,2,10
w,2,0.23880597,0.104477612,10,2
f,6,0.18,0.06,7,2
a,8,0.16,0.02,3,3
e,6,0.0625,0.041666667,2,2
t,4,0.243243243,0.108108108,3,3
a,6,0.04,0.02,1,2
n,8,0.314814815,0.092592593,7,3
k,4,0.206349206,0.047619048,4,4
m,8,0.232876712,0.02739726,3,8
z,6,0.046511628,0.046511628,2,1
k,6,0.047619048,0.047619048,2,1
h,8,0.285714286,0.040816327,4,6
m,4,0.04109589,0.04109589,2,1
z,6,0.162790698,0.046511628,2,6
a,4,0.16,0.06,3,3
k,4,0.158730159,0.047619048,5,3
u,2,0.191489362,0.085106383,7,2
o,1,0.26,0.16,7,0
l,2,0.2,0.033333333,2,6
e,6,0.083333333,0.020833333,1,5
a,2,0.32,0.1,8,3
c,8,0.136363636,0.022727273,3,4
o,2,0.18,0.06,4,3
a,4,0.26,0.04,2,8
q,6,0.074626866,0.029850746,1,7
t,5,0.27027027,0.243243243,6,0
r,2,0.148148148,0.074074074,2,2
h,6,0.163265306,0.163265306,8,1
x,2,0.106382979,0.021276596,3,6
v,6,0.157894737,0.052631579,5,2
c,2,0.068181818,0.022727273,2,5
x,5,0.127659574,0.085106383,6,0
k,8,0.047619048,0.015873016,2,2
t,2,0.27027027,0.081081081,3,4
i,6,0.1,0.1,2,1
r,2,0.074074074,0.074074074,2,1
a,4,0.06,0.02,1,5
o,2,0.26,0.08,6,3
w,6,0.164179104,0.044776119,3,7
t,8,0.081081081,0.054054054,1,2
e,6,0.0625,-0.9375,8,0
o,3,0.12,0.12,0,6
c,6,0.068181818,0.045454545,3,1
b,4,0.05,0.05,3,1
b,4,0.05,0.05,8,1
l,6,0.166666667,0.066666667,3,2
z,8,0.255813953,0.046511628,3,8
l,2,0.3,0.033333333,2,9
t,2,0.162162162,0.054054054,2,4
z,8,0.162790698,0.069767442,5,2
o,4,0.24,0.04,2,7
s,4,0.162790698,0.023255814,1,8
u,8,0.212765957,0.021276596,2,6
l,2,0.1,0.033333333,2,3
o,6,0.12,0.08,5,1
r,8,0.259259259,0.074074074,5,3
b,6,0.116666667,0.066666667,5,1
s,4,0.23255814,0.023255814,2,6
h,2,0.12244898,0.06122449,4,6
p,6,0.075757576,-0.712121212,7,0
u,4,0.234042553,0.021276596,2,8
z,8,0.093023256,0.023255814,2,7
x,8,0.212765957,0.042553191,3,8
r,8,0.111111111,0.037037037,4,2
e,6,0.270833333,0.020833333,2,8
l,2,0.033333333,0.033333333,2,1
p,2,0.03030303,-0.181818182,3,0
s,6,0.255813953,0.069767442,4,2
p,4,0.060606061,0.03030303,1,1
d,7,0.181818182,0.121212121,0,6
f,2,0.24,0.06,5,3
w,8,0.134328358,0.059701493,8,2
i,2,0.166666667,0.1,5,2
k,2,0.158730159,0.031746032,5,7
h,2,0.040816327,0.040816327,8,1
c,4,0.113636364,0.113636364,6,1
n,8,0.148148148,0.018518519,2,7
q,4,0.223880597,0.044776119,5,3
y,2,0.176470588,0.078431373,6,1
u,2,0.042553191,0.042553191,3,1
q,6,0.28358209,0.089552239,9,3
l,2,0.033333333,0.033333333,1,12
g,2,0.08974359,-0.769230769,8,0
o,6,0.16,0.06,3,3
q,2,0.28358209,0.044776119,6,4
r,8,0.148148148,0.074074074,2,8
n,6,0.111111111,0.111111111,5,1
q,3,0.194029851,0.104477612,0,6
m,2,0.164383562,0.164383562,13,1
f,2,0.14,0.08,4,2
a,8,0.22,0.02,3,6
o,8,0.22,0.04,2,6
n,8,0.240740741,0.037037037,3,6
x,2,0.191489362,0.085106383,6,2
y,8,0.098039216,0.039215686,2,10
o,4,0.1,0.1,6,1
t,4,0.27027027,0.135135135,5,3
e,4,0.3125,0.125,6,3
q,4,0.223880597,0.059701493,6,2
l,2,0.1,0.1,4,1
x,8,0.106382979,0.042553191,3,2
j,8,0.119047619,0.047619048,3,2
k,1,0.031746032,0.031746032,6,0
r,1,0.148148148,0.074074074,7,0
v,6,0.184210526,0.078947368,6,2
v,6,0.184210526,0.078947368,7,2
o,4,0.04,0.04,3,1
a,4,0.22,0.04,2,7
p,8,0.03030303,0.015151515,1,6
x,4,0.234042553,0.106382979,5,2
t,6,0.054054054,0.027027027,1,2
b,2,0.133333333,0.05,3,7
v,4,0.210526316,0.052631579,3,3
y,4,0.196078431,0.058823529,4,2
h,2,0.183673469,0.102040816,6,5
j,4,0.238095238,0.071428571,2,5
r,2,0.259259259,0.037037037,3,3
g,2,0.08974359,-0.615384615,7,0
j,6,0.095238095,-0.214285714,2,0
y,8,0.235294118,0.039215686,4,8
p,8,0.227272727,0.045454545,5,6
t,1,0.027027027,0.027027027,5,0
a,2,0.16,0.04,4,4
u,4,0.255319149,0.106382979,8,2
j,2,0.047619048,-0.642857143,4,0
m,6,0.273972603,0.068493151,9,3
e,6,0.0625,-0.8125,7,0
a,6,0.04,-0.24,3,0
w,8,0.029850746,-0.223880597,5,0
o,2,0.18,0.08,6,2
d,6,0.257575758,0.03030303,3,6
t,8,0.135135135,0.027027027,1,8
x,2,0.085106383,0.042553191,2,8
q,6,0.223880597,0.029850746,3,8
d,6,0.151515152,0.045454545,3,3
n,8,0.259259259,0.074074074,6,3
q,6,0.164179104,0.044776119,7,2
n,8,0.111111111,0.111111111,6,1
k,2,0.047619048,0.047619048,8,1
w,8,0.074626866,0.029850746,3,6
w,4,0.268656716,0.029850746,4,6
i,6,0.3,0.066666667,4,3
l,5,0.166666667,0.133333333,6,0
t,2,0.27027027,0.135135135,5,3
r,6,0.148148148,0.037037037,2,3
n,6,0.240740741,0.037037037,2,6
t,8,0.324324324,0.054054054,2,7
p,2,0.106060606,0.03030303,2,3
t,4,0.027027027,0.027027027,1,2
w,4,0.149253731,0.044776119,4,3
l,6,0.2,0.066666667,5,2
u,6,0.106382979,0.021276596,2,5
v,6,0.105263158,0.052631579,7,1
r,6,0.222222222,0.074074074,5,2
e,2,0.104166667,0.104166667,8,1
f,2,0.2,0.02,3,12
e,2,0.208333333,0.104166667,7,2
s,8,0.279069767,0.093023256,4,3
d,8,0.181818182,0.121212121,8,1
g,4,0.205128205,0.051282051,4,4
l,8,0.033333333,0.033333333,1,1
x,8,0.085106383,0.085106383,4,1
a,2,0.1,0.02,3,5
e,2,0.041666667,0.020833333,2,3
c,6,0.068181818,-0.818181818,7,0
p,8,0.212121212,0.015151515,2,11
t,8,0.081081081,0.054054054,1,2
z,2,0.23255814,0.046511628,4,4
i,8,0.266666667,0.033333333,2,7
c,6,0.272727273,0.068181818,3,4
x,2,0.085106383,0.085106383,5,1
k,8,0.222222222,0.031746032,5,4
f,6,0.28,0.06,5,4
z,2,0.279069767,0.023255814,4,6
n,2,0.111111111,0.018518519,2,7
k,2,0.063492063,0.015873016,2,11
m,8,0.232876712,0.082191781,11,2
k,1,0.285714286,0.111111111,9,0
j,4,0.119047619,0.071428571,4,1
c,2,0.068181818,0.045454545,3,2
t,4,0.243243243,0.108108108,3,3
k,4,0.111111111,0.031746032,2,3
o,8,0.24,0.02,2,7
l,8,0.233333333,0.066666667,3,3
l,4,0.3,0.033333333,2,5
d,8,0.181818182,0.060606061,5,2
j,4,0.047619048,-0.952380952,5,0
n,2,0.148148148,0.037037037,2,8
q,4,0.23880597,0.029850746,4,5
s,6,0.279069767,0.046511628,3,4
w,2,0.23880597,0.014925373,4,8
b,8,0.1,0.016666667,1,7
f,6,0.06,0.06,3,1
x,4,0.14893617,0.14893617,6,1
x,8,0.191489362,0.191489362,9,1
p,6,0.212121212,0.03030303,3,4
s,4,0.23255814,0.023255814,2,6
u,2,0.14893617,0.042553191,5,3
d,8,0.166666667,0.03030303,3,4
x,6,0.191489362,0.085106383,4,2
g,1,0.307692308,0.153846154,8,0
r,8,0.074074074,0.037037037,1,8
w,4,0.149253731,0.149253731,11,1
y,6,0.058823529,-0.352941176,4,0
m,2,0.123287671,0.123287671,10,1
v,2,0.289473684,0.026315789,3,5
y,8,0.31372549,0.039215686,8,4
j,4,0.238095238,0.071428571,2,5
y,6,0.058823529,-0.176470588,3,0
t,6,0.243243243,0.054054054,2,4
p,8,0.151515152,0.03030303,8,2
r,4,0.111111111,0.037037037,1,8
n,6,0.185185185,0.055555556,3,3
m,2,0.191780822,0.02739726,5,5
q,6,0.268656716,0.044776119,4,7
g,4,0.153846154,0.025641026,2,6
k,1,0.285714286,0.111111111,9,0
o,2,0.04,0.04,3,1
d,8,0.287878788,0.045454545,4,5
l,4,0.1,0.1,3,1
j,8,0.238095238,0.071428571,5,2
u,4,0.255319149,0.106382979,7,2
t,8,0.108108108,0.027027027,1,7
k,6,0.095238095,0.095238095,5,1
q,2,0.23880597,0.029850746,3,7
h,3,0.306122449,0.12244898,0,10
k,2,0.047619048,0.047619048,9,1
a,2,0.1,0.1,7,1
k,2,0.126984127,0.015873016,4,7
d,2,0.045454545,0.045454545,6,1
n,8,0.148148148,0.148148148,8,1
x,2,0.063829787,0.021276596,3,2
s,4,0.209302326,0.023255814,2,5
m,8,0.095890411,0.02739726,5,2
j,8,0.214285714,0.047619048,4,3
d,6,0.136363636,0.045454545,2,4
a,8,0.2,0.02,3,5
m,8,0.315068493,0.054794521,5,8
w,4,0.23880597,0.104477612,10,2
t,8,0.297297297,0.135135135,4,2
y,6,0.137254902,0.078431373,7,1
b,4,0.2,0.033333333,3,4
v,8,0.105263158,0.052631579,8,1
m,6,0.109589041,0.109589041,7,1
j,8,0.214285714,0.023809524,2,9
f,6,0.22,0.06,5,3
z,6,0.209302326,0.023255814,3,4
e,4,0.041666667,0.020833333,2,2
a,6,0.06,-0.9,8,0
m,6,0.095890411,0.02739726,2,3
x,4,0.29787234,0.127659574,9,2
w,2,0.208955224,0.089552239,9,2
t,2,0.189189189,0.027027027,2,5
o,6,0.1,0.06,3,2
r,2,0.259259259,0.037037037,3,3
o,8,0.14,0.06,4,2
v,8,0.210526316,0.052631579,4,4
r,4,0.222222222,0.037037037,2,4
l,8,0.2,0.033333333,2,5
d,8,0.242424242,0.045454545,4,4
f,6,0.04,0.04,2,1
j,8,0.261904762,0.023809524,2,11
q,6,0.074626866,0.029850746,2,5
k,2,0.031746032,0.031746032,7,1
h,4,0.285714286,0.102040816,6,5
t,8,0.189189189,0.027027027,2,3
y,6,0.235294118,0.039215686,2,11
h,6,0.06122449,0.06122449,3,1
b,6,0.05,0.016666667,2,3
h,8,0.142857143,0.040816327,5,2
c,4,0.204545455,0.068181818,4,3
s,6,0.279069767,0.046511628,2,6
x,3,0.170212766,0.170212766,0,6
s,6,0.186046512,0.023255814,1,8
p,8,0.060606061,0.015151515,1,8
d,6,0.121212121,0.075757576,5,1
h,8,0.102040816,0.102040816,5,1
r,6,0.148148148,0.037037037,2,3
n,6,0.296296296,0.055555556,3,5
p,8,0.318181818,0.045454545,3,10
s,2,0.046511628,0.023255814,2,2
a,8,0.26,0.04,5,3
u,6,0.106382979,0.021276596,2,5
e,4,0.083333333,0.041666667,3,2
e,6,0.166666667,0.104166667,7,1
c,8,0.113636364,0.045454545,3,3
p,4,0.303030303,0.045454545,2,11
i,2,0.066666667,0.066666667,4,1
k,2,0.095238095,0.015873016,3,10
o,8,0.16,0.06,3,3
y,6,0.294117647,0.039215686,3,9
e,2,0.25,0.041666667,3,7
l,2,0.2,0.066666667,3,3
w,6,0.208955224,0.044776119,3,8
a,8,0.26,0.04,4,4
e,4,0.104166667,0.104166667,6,1
l,2,0.066666667,0.033333333,2,2
g,2,0.115384615,0.051282051,5,1
b,6,0.233333333,0.033333333,5,4
r,5,0.111111111,0.111111111,6,0
s,8,0.209302326,0.023255814,2,6
o,4,0.28,0.06,4,5
g,5,0.294871795,0.153846154,7,0
t,4,0.27027027,0.054054054,2,5
t,4,0.189189189,0.027027027,1,7
y,8,0.039215686,0.019607843,4,3
p,7,0.151515152,0.075757576,0,6
r,2,0.111111111,0.111111111,3,1
p,2,0.196969697,0.106060606,7,1
f,8,0.08,0.02,2,12
h,8,0.06122449,0.020408163,2,2
y,4,0.117647059,0.019607843,2,3
g,4,0.179487179,0.038461538,3,4
m,2,0.109589041,0.109589041,9,1
w,4,0.313432836,0.014925373,4,8
q,7,0.149253731,0.074626866,0,6
k,7,0.253968254,0.111111111,0,7
n,2,0.203703704,0.055555556,4,4
f,6,0.06,0.02,1,8
a,4,0.1,0.1,6,1
c,1,0.25,0.136363636,8,0
i,8,0.233333333,0.033333333,2,6
c,8,0.068181818,0.022727273,2,4
k,4,0.206349206,0.031746032,2,6
j,2,0.30952381,0.023809524,2,13
s,6,0.093023256,-0.441860465,4,0
e,2,0.270833333,0.104166667,6,3
i,8,0.2,0.033333333,2,5
y,6,0.31372549,0.039215686,4,6
o,2,0.26,0.06,5,4
g,4,0.08974359,-0.858974359,8,0
g,4,0.064102564,-0.628205128,6,0
a,8,0.26,0.04,5,3
w,8,0.059701493,0.029850746,6,1
x,4,0.127659574,0.021276596,2,3
l,2,0.1,0.033333333,2,3
f,2,0.16,0.02,3,5
x,4,0.234042553,0.042553191,3,4
r,6,0.111111111,0.037037037,1,8
l,8,0.3,0.066666667,3,4
c,8,0.272727273,0.113636364,6,2
w,8,0.029850746,0.014925373,3,4
y,8,0.098039216,0.039215686,2,10
u,2,0.276595745,0.042553191,5,6
b,2,0.216666667,0.05,4,8
y,4,0.039215686,0.019607843,1,1
t,6,0.216216216,0.081081081,3,2
b,6,0.05,0.033333333,3,1
j,4,0.30952381,0.071428571,1,15
v,8,0.105263158,0.052631579,4,2
h,6,0.306122449,0.081632653,7,3
t,4,0.135135135,0.081081081,4,2
r,6,0.296296296,0.074074074,6,3
w,6,0.104477612,0.059701493,12,1
h,4,0.102040816,0.06122449,8,2
n,4,0.037037037,0.037037037,1,1
h,4,0.142857143,0.040816327,7,3
n,2,0.074074074,0.074074074,6,1
y,4,0.254901961,0.058823529,4,3
b,4,0.266666667,0.066666667,5,5
o,8,0.08,0.06,4,1
s,4,0.11627907,0.11627907,6,1
z,8,0.255813953,0.046511628,5,4
k,4,0.047619048,0.047619048,8,1
a,6,0.3,0.12,6,2
b,8,0.216666667,0.033333333,2,7
f,8,0.16,0.06,3,11
o,4,0.06,0.06,4,1
m,2,0.301369863,0.150684932,12,2
o,4,0.26,0.06,5,4
x,4,0.085106383,0.021276596,1,7
s,6,0.302325581,0.093023256,5,2
m,6,0.315068493,0.082191781,10,3
q,8,0.119402985,0.014925373,2,5
v,6,0.105263158,0.052631579,7,1
k,2,0.047619048,0.015873016,2,6
h,6,0.12244898,0.020408163,2,5
l,2,0.1,0.1,4,1
t,8,0.162162162,0.108108108,4,1
r,4,0.259259259,0.037037037,2,5
p,4,0.181818182,0.03030303,3,3
w,6,0.089552239,0.044776119,6,2
r,2,0.296296296,0.037037037,3,8
c,6,0.318181818,0.136363636,6,2
e,8,0.270833333,0.020833333,3,8
g,2,0.230769231,0.064102564,7,2
c,4,0.113636364,0.113636364,6,1
q,2,0.179104478,0.044776119,4,3
o,4,0.26,0.08,6,3
l,2,0.133333333,0.066666667,3,2
g,4,0.076923077,0.038461538,4,1
l,2,0.266666667,0.033333333,2,8
w,8,0.164179104,0.044776119,3,8
u,2,0.191489362,0.042553191,4,4
q,6,0.194029851,0.074626866,6,3
s,2,0.23255814,0.046511628,2,7
b,2,0.216666667,0.05,4,8
y,4,0.098039216,-0.62745098,6,0
s,4,0.046511628,0.023255814,1,2
h,4,0.040816327,0.040816327,4,1
w,8,0.28358209,0.104477612,9,3
y,2,0.254901961,0.019607843,3,5
f,6,0.24,0.06,6,3
h,4,0.285714286,0.040816327,2,12
q,7,0.194029851,0.044776119,0,7
w,1,0.074626866,0.044776119,7,0
k,2,0.047619048,0.047619048,8,1
a,6,0.14,0.04,2,3
j,6,0.095238095,-0.214285714,2,0
h,8,0.163265306,0.020408163,2,7
x,4,0.234042553,0.042553191,3,4
t,2,0.108108108,0.054054054,2,3
h,7,0.244897959,0.081632653,0,7
d,6,0.045454545,-0.348484848,5,0
d,8,0.272727273,0.045454545,5,4
m,6,0.150684932,0.150684932,10,1
w,2,0.23880597,0.104477612,10,2
p,8,0.121212121,0.03030303,7,2
s,4,0.162790698,0.023255814,1,8
o,1,0.26,0.16,7,0
h,6,0.163265306,0.040816327,4,3
y,8,0.274509804,0.039215686,4,9
i,4,0.033333333,0.033333333,1,2
a,2,0.1,0.02,3,5
a,6,0.22,0.16,8,1
b,2,0.05,0.016666667,6,3
q,8,0.149253731,0.074626866,8,1
v,8,0.263157895,0.052631579,4,5
n,2,0.203703704,0.111111111,7,2
l,2,0.066666667,0.033333333,2,2
q,2,0.119402985,0.014925373,2,7
h,8,0.244897959,0.040816327,4,5
s,2,0.255813953,0.093023256,5,3
s,2,0.255813953,0.069767442,3,5
r,4,0.259259259,0.037037037,2,5
r,1,0.296296296,0.148148148,8,0
n,6,0.240740741,0.055555556,3,4
d,2,0.045454545,0.015151515,2,3
s,4,0.186046512,0.046511628,2,4
k,6,0.253968254,0.047619048,3,5
n,2,0.240740741,0.074074074,6,3
a,4,0.06,0.04,2,2
d,8,0.242424242,0.045454545,4,4
m,8,0.315068493,0.054794521,5,8
e,8,0.270833333,0.020833333,3,8
a,2,0.1,0.1,8,1
j,2,0.047619048,-0.761904762,5,0
c,8,0.227272727,0.045454545,3,7
d,8,0.166666667,0.03030303,3,4
d,1,0.03030303,0.03030303,6,0
r,1,0.074074074,0.074074074,6,0
f,8,0.06,0.06,5,1
p,8,0.166666667,0.03030303,2,9
j,7,0.095238095,0.095238095,0,5
a,2,0.24,0.06,3,8
n,8,0.166666667,0.166666667,9,1
g,7,0.166666667,0.102564103,0,6
v,6,0.289473684,0.105263158,8,3
a,6,0.24,0.1,5,2
d,2,0.181818182,0.045454545,4,4
g,8,0.192307692,0.064102564,5,3
r,6,0.259259259,0.037037037,2,6
d,8,0.075757576,0.015151515,2,3
v,2,0.263157895,0.052631579,4,4
u,6,0.212765957,0.085106383,5,2
e,6,0.0625,-0.8125,7,0
z,2,0.255813953,0.023255814,4,5
h,4,0.040816327,0.020408163,1,12
z,4,0.11627907,0.11627907,5,1
u,2,0.319148936,0.063829787,3,7
s,6,0.279069767,0.046511628,3,4
x,6,0.170212766,0.170212766,7,1
l,8,0.2,0.066666667,5,2
p,4,0.242424242,0.121212121,7,1
p,8,0.272727273,0.045454545,3,9
d,2,0.106060606,0.060606061,7,2
r,8,0.259259259,0.074074074,5,3
k,8,0.238095238,0.111111111,8,2
h,4,0.244897959,0.06122449,4,5
p,4,0.257575758,0.045454545,2,10
f,8,0.04,0.02,3,7
j,2,0.047619048,-0.642857143,4,0
u,6,0.234042553,0.14893617,8,1
h,2,0.06122449,0.06122449,4,5
p,2,0.121212121,0.045454545,3,2
l,2,0.3,0.1,4,3
x,2,0.042553191,0.021276596,2,7
r,6,0.222222222,0.074074074,5,2
b,8,0.233333333,0.05,3,5
e,8,0.0625,-0.666666667,7,0
p,4,0.257575758,0.136363636,8,1
e,8,0.104166667,0.041666667,3,3
b,2,0.083333333,0.033333333,2,7
i,8,0.2,0.066666667,4,2
p,6,0.151515152,0.075757576,4,1
d,6,0.166666667,0.03030303,2,5
w,8,0.104477612,0.029850746,4,4
l,6,0.133333333,0.133333333,4,1
o,2,0.2,0.06,5,3
g,8,0.230769231,0.076923077,8,2
x,4,0.234042553,0.042553191,3,4
l,2,0.1,0.033333333,2,3
l,2,0.2,0.066666667,3,3
x,6,0.234042553,0.106382979,5,2
n,8,0.12962963,0.12962963,7,1
w,8,0.179104478,0.074626866,7,3
x,6,0.319148936,0.14893617,7,2
u,8,0.042553191,-0.212765957,3,0
i,2,0.166666667,0.1,5,2
v,2,0.157894737,0.078947368,3,2
j,2,0.166666667,0.023809524,2,7
w,2,0.149253731,0.014925373,3,5
j,8,0.166666667,0.095238095,5,1
m,2,0.04109589,0.04109589,4,1
h,2,0.163265306,0.040816327,4,7
g,8,0.307692308,0.038461538,4,8
s,2,0.162790698,0.069767442,5,2
o,6,0.16,0.12,7,1
t,2,0.162162162,0.054054054,2,4
q,6,0.253731343,0.089552239,7,3
d,4,0.287878788,0.075757576,6,6
f,6,0.24,0.02,2,9
m,2,0.164383562,0.02739726,4,5
z,8,0.209302326,0.093023256,6,2
e,2,0.083333333,0.083333333,6,1
e,2,0.291666667,0.041666667,4,6
y,8,0.31372549,0.058823529,7,5
y,6,0.058823529,-0.803921569,7,0
b,8,0.283333333,0.05,4,5
q,6,0.029850746,0.014925373,1,5
u,2,0.106382979,0.042553191,5,2
s,2,0.255813953,0.023255814,2,8
x,8,0.106382979,0.042553191,3,2
c,8,0.113636364,0.068181818,5,1
f,6,0.26,0.06,4,4
w,8,0.059701493,0.029850746,5,1
t,8,0.216216216,0.027027027,2,4
p,4,0.318181818,0.045454545,6,3
p,8,0.272727273,0.045454545,3,9
t,6,0.216216216,0.081081081,3,2
q,5,0.119402985,0.104477612,6,0
c,8,0.227272727,0.045454545,3,7
x,6,0.085106383,0.021276596,1,7
l,4,0.1,0.1,3,1
j,2,0.214285714,0.023809524,2,9
h,8,0.183673469,0.040816327,5,3
o,8,0.18,0.04,2,5
b,6,0.066666667,0.016666667,2,4
c,2,0.25,0.136363636,8,2
w,4,0.119402985,0.119402985,9,1
i,6,0.233333333,0.066666667,4,2
m,2,0.095890411,0.01369863,2,7
w,4,0.23880597,0.104477612,10,2
k,4,0.206349206,0.031746032,2,6
m,2,0.301369863,0.150684932,12,2
x,2,0.191489362,0.021276596,4,5
o,2,0.32,0.06,3,6
x,4,0.234042553,0.042553191,3,4
v,2,0.157894737,0.157894737,7,1
f,2,0.08,0.08,8,1
w,8,0.253731343,0.074626866,7,4
k,6,0.26984127,0.031746032,2,8
c,2,0.181818182,0.068181818,4,3
e,6,0.145833333,0.083333333,5,1
k,4,0.206349206,0.047619048,7,4
l,8,0.3,0.066666667,3,4
w,4,0.104477612,0.044776119,4,2
o,4,0.22,0.06,4,4
